Employment,EdLevel,YearsCodePro,ExperienceRange,JobSat,JobSatPoints_1,RemoteWork,Country,LanguageHaveWorkedWith
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.0,5–10,6.0,30.0,Remote,United States of America,R;SQL;VBA
"Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,10–20,10.0,20.0,In-person,Switzerland,C#;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,5–10,8.0,0.0,Remote,Turkey,Python;Swift
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.0,0–5,4.0,0.0,"Hybrid (some remote, some in-person)",Poland,Java;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.0,5–10,7.0,10.0,"Hybrid (some remote, some in-person)",United Kingdom of Great Britain and Northern Ireland,JavaScript;PHP
"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17.0,10–20,2.0,0.0,"Hybrid (some remote, some in-person)",Sweden,Bash/Shell (all shells);C#;Go;HTML/CSS;Java;JavaScript;Kotlin;Ruby;SQL;Swift;TypeScript
"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,5–10,7.0,0.0,Remote,Spain,Rust
"Employed, full-time",Some college/university study without earning a degree,1.0,0–5,3.0,7.0,"Hybrid (some remote, some in-person)",Kosovo,Bash/Shell (all shells);C#;Dart;HTML/CSS;Java;JavaScript;Kotlin;Lua;Python;SQL;TypeScript
"Employed, full-time;Student, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",1.0,0–5,7.0,0.0,In-person,Canada,C;C++;HTML/CSS;JavaScript;Python;SQL;TypeScript
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",3.0,0–5,8.0,20.0,Remote,Poland,HTML/CSS;JavaScript;Python;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,10–20,7.0,20.0,Remote,United States of America,HTML/CSS;Java;JavaScript;Python;SQL
"Employed, full-time;Student, full-time",Some college/university study without earning a degree,5.0,0–5,9.0,0.0,Remote,Greece,JavaScript;Python
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.0,0–5,9.0,80.0,"Hybrid (some remote, some in-person)",United States of America,Python
"Employed, full-time",Some college/university study without earning a degree,7.0,5–10,9.0,0.0,Remote,Poland,Elixir;HTML/CSS;Rust;SQL;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2.0,0–5,8.0,0.0,Remote,Brazil,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.0,0–5,8.0,10.0,Remote,Brazil,Bash/Shell (all shells);HTML/CSS;JavaScript;Ruby;SQL;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,10–20,7.0,15.0,Remote,France,C#;C++
"Employed, full-time",Some college/university study without earning a degree,4.0,0–5,3.0,50.0,In-person,United States of America,C#;HTML/CSS;JavaScript;PowerShell;Python;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.0,0–5,9.0,0.0,In-person,Mexico,C#;Dart;JavaScript;Python;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2.0,0–5,10.0,15.0,"Hybrid (some remote, some in-person)",United States of America,Bash/Shell (all shells);C#;Dart;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,0–5,8.0,20.0,In-person,United States of America,HTML/CSS;JavaScript;TypeScript
"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,6.0,5–10,8.0,10.0,Remote,Argentina,Bash/Shell (all shells);C#;Haskell;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,5–10,7.0,20.0,Remote,United States of America,HTML/CSS;JavaScript;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.0,0–5,9.0,0.0,Remote,United States of America,C++;Python;Rust;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6.0,5–10,10.0,10.0,Remote,Kazakhstan,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;TypeScript
"Employed, full-time","Associate degree (A.A., A.S., etc.)",10.0,5–10,8.0,10.0,"Hybrid (some remote, some in-person)",United Kingdom of Great Britain and Northern Ireland,C#;HTML/CSS;JavaScript;PHP;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,10–20,6.0,0.0,Remote,United States of America,Bash/Shell (all shells);Go;Python
"Employed, part-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16.0,10–20,7.0,5.0,Remote,Germany,HTML/CSS;PHP;Ruby;SQL;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25.0,20+,8.0,,"Hybrid (some remote, some in-person)",Switzerland,Perl
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9.0,5–10,9.0,10.0,"Hybrid (some remote, some in-person)",United Kingdom of Great Britain and Northern Ireland,Python;SQL
"Employed, full-time",Some college/university study without earning a degree,11.0,10–20,3.0,5.0,Remote,United States of America,HTML/CSS;JavaScript;Ruby;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1.0,0–5,4.0,0.0,"Hybrid (some remote, some in-person)",United States of America,C++;Cobol;HTML/CSS;Java;PowerShell;SQL
"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",7.0,5–10,3.0,12.0,"Hybrid (some remote, some in-person)",United States of America,Bash/Shell (all shells);Python;Scala;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,10–20,5.0,0.0,Remote,United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;PowerShell;Python;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,5–10,7.0,10.0,Remote,United States of America,Bash/Shell (all shells);C;Elixir;Go;Julia;Nim;Python;SQL
"Employed, full-time","Associate degree (A.A., A.S., etc.)",15.0,10–20,7.0,0.0,"Hybrid (some remote, some in-person)",Canada,Bash/Shell (all shells);C#;C++;Go;Groovy;HTML/CSS;JavaScript;TypeScript
"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",8.0,5–10,8.0,10.0,"Hybrid (some remote, some in-person)",Belgium,Bash/Shell (all shells);C;C#;C++;HTML/CSS;JavaScript;MATLAB;PowerShell;Python;Scala;SQL;TypeScript
"Employed, full-time","Associate degree (A.A., A.S., etc.)",8.0,5–10,8.0,0.0,"Hybrid (some remote, some in-person)",Brazil,HTML/CSS;Java;JavaScript;Python;SQL;TypeScript;VBA
"Employed, full-time;Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,7.0,5–10,10.0,5.0,Remote,Mexico,HTML/CSS;JavaScript;PHP
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14.0,10–20,8.0,5.0,Remote,Canada,C#;PowerShell;Rust
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.0,5–10,9.0,0.0,"Hybrid (some remote, some in-person)",United States of America,Groovy;HTML/CSS;JavaScript;PHP;Python
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1.0,0–5,7.0,5.0,Remote,Ukraine,Bash/Shell (all shells);JavaScript;Python;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",19.0,10–20,10.0,0.0,"Hybrid (some remote, some in-person)",United States of America,C#;Elixir;F#;Go;JavaScript;OCaml;SQL;TypeScript
"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13.0,10–20,8.0,0.0,Remote,Finland,HTML/CSS;JavaScript;PHP;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",23.0,20+,8.0,40.0,Remote,Germany,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2.0,0–5,5.0,0.0,Remote,Malawi,JavaScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.0,5–10,6.0,10.0,"Hybrid (some remote, some in-person)",Poland,Groovy;Java;JavaScript;Kotlin;SQL
"Employed, full-time",Some college/university study without earning a degree,7.0,5–10,9.0,10.0,"Hybrid (some remote, some in-person)",United Kingdom of Great Britain and Northern Ireland,Java;JavaScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.0,0–5,9.0,0.0,"Hybrid (some remote, some in-person)",United States of America,C#;HTML/CSS;JavaScript;SQL
"Employed, full-time","Associate degree (A.A., A.S., etc.)",5.0,0–5,6.0,0.0,"Hybrid (some remote, some in-person)",Germany,Bash/Shell (all shells);HTML/CSS;Python
"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",16.0,10–20,0.0,50.0,In-person,Syrian Arab Republic,Assembly;C;C#;C++;Dart;MATLAB;MicroPython;Python;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,5–10,0.0,85.0,"Hybrid (some remote, some in-person)",United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,5–10,7.0,,Remote,United States of America,Bash/Shell (all shells);Python
"Employed, full-time;Student, part-time",Some college/university study without earning a degree,1.0,0–5,6.0,8.0,"Hybrid (some remote, some in-person)",Brazil,C#;HTML/CSS;PHP;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.0,0–5,3.0,11.0,Remote,United States of America,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1.0,0–5,6.0,0.0,Remote,Germany,HTML/CSS;Java;Kotlin;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1.0,0–5,9.0,75.0,"Hybrid (some remote, some in-person)",Ireland,Java;Ruby;Rust;Solidity
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,0–5,7.0,20.0,"Hybrid (some remote, some in-person)",Nicaragua,Bash/Shell (all shells);C#;Go;Groovy;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,5–10,8.0,10.0,"Hybrid (some remote, some in-person)",Australia,Bash/Shell (all shells);C;PowerShell;Python
"Employed, full-time;Student, part-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16.0,10–20,5.0,0.0,"Hybrid (some remote, some in-person)",United States of America,Python;R;SQL
"Employed, full-time;Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,3.0,0–5,8.0,15.0,Remote,United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,10–20,7.0,0.0,Remote,Brazil,Bash/Shell (all shells);JavaScript;PHP;Python
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2.0,0–5,8.0,0.0,In-person,India,HTML/CSS;JavaScript;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1.0,0–5,5.0,30.0,In-person,India,C;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
"Employed, full-time",Some college/university study without earning a degree,8.0,5–10,6.0,0.0,Remote,Netherlands,Java
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5.0,0–5,7.0,15.0,Remote,Russian Federation,Java;Kotlin
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.0,0–5,8.0,25.0,"Hybrid (some remote, some in-person)",India,HTML/CSS;JavaScript;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.0,0–5,6.0,7.0,Remote,India,C#;JavaScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2.0,0–5,7.0,5.0,"Hybrid (some remote, some in-person)",United States of America,Bash/Shell (all shells);C;C++;Lua;Python
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,5–10,7.0,,Remote,Ukraine,Assembly;Bash/Shell (all shells);C;C++;Python;Rust
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.0,0–5,6.0,70.0,"Hybrid (some remote, some in-person)",Nepal,Groovy;HTML/CSS;Java;JavaScript;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22.0,20+,6.0,5.0,"Hybrid (some remote, some in-person)",Latvia,C#;Java;Perl;Python
"Independent contractor, freelancer, or self-employed;Student, part-time;Employed, part-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",4.0,0–5,7.0,0.0,"Hybrid (some remote, some in-person)",Bangladesh,C#;Go;JavaScript;Rust;Swift;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",45.0,20+,8.0,10.0,"Hybrid (some remote, some in-person)",United Kingdom of Great Britain and Northern Ireland,C;C#;C++;Delphi;HTML/CSS;JavaScript;SQL
"Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6.0,5–10,7.0,15.0,"Hybrid (some remote, some in-person)",Slovakia,HTML/CSS;JavaScript;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5.0,0–5,8.0,0.0,In-person,India,C#;HTML/CSS;Python
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.0,0–5,8.0,25.0,"Hybrid (some remote, some in-person)",Serbia,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",15.0,10–20,8.0,0.0,"Hybrid (some remote, some in-person)",Romania,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python
"Employed, full-time;Student, part-time","Associate degree (A.A., A.S., etc.)",3.0,0–5,2.0,,Remote,Australia,C++;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",25.0,20+,6.0,5.0,Remote,Germany,Bash/Shell (all shells);HTML/CSS;JavaScript;Ruby;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3.0,0–5,8.0,50.0,Remote,Ukraine,Python;R;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9.0,5–10,6.0,,"Hybrid (some remote, some in-person)",United States of America,Python;R;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.0,0–5,9.0,25.0,Remote,Bosnia and Herzegovina,C#;PowerShell;Python;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.0,0–5,4.0,20.0,In-person,Sri Lanka,HTML/CSS;JavaScript;PHP;SQL
"Employed, part-time",Some college/university study without earning a degree,3.0,0–5,5.0,0.0,"Hybrid (some remote, some in-person)",Austria,Bash/Shell (all shells);C;Java;JavaScript;Kotlin;MATLAB;Python;Rust;TypeScript
"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",26.0,20+,9.0,50.0,"Hybrid (some remote, some in-person)",Germany,Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Python
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.0,0–5,9.0,10.0,"Hybrid (some remote, some in-person)",Canada,Java
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,10–20,7.0,0.0,In-person,United States of America,HTML/CSS;JavaScript;Ruby
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,5–10,5.0,0.0,In-person,France,C#;SQL
"Employed, full-time",Some college/university study without earning a degree,25.0,20+,8.0,90.0,Remote,United States of America,Go;HTML/CSS;JavaScript;Rust;Scala;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.0,5–10,7.0,0.0,"Hybrid (some remote, some in-person)",Canada,C#;HTML/CSS;JavaScript
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5.0,0–5,7.0,60.0,"Hybrid (some remote, some in-person)",Italy,C#;SQL;VBA;Visual Basic (.Net)
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3.0,0–5,8.0,80.0,"Hybrid (some remote, some in-person)",Germany,JavaScript;Python;Swift;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17.0,10–20,9.0,25.0,"Hybrid (some remote, some in-person)",France,Bash/Shell (all shells);Python;Scala
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17.0,10–20,7.0,70.0,"Hybrid (some remote, some in-person)",Germany,Go;JavaScript;Ruby;SQL;TypeScript
"Employed, full-time;Independent contractor, freelancer, or self-employed","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",20.0,10–20,7.0,33.0,Remote,Poland,Java;JavaScript;Python
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",29.0,20+,7.0,,"Hybrid (some remote, some in-person)",Germany,Bash/Shell (all shells);Java;Rust
"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",12.0,10–20,6.0,10.0,Remote,Canada,C;C++;Java;JavaScript;Python;Rust;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.0,5–10,8.0,25.0,"Hybrid (some remote, some in-person)",Bulgaria,HTML/CSS;JavaScript;PowerShell;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.0,5–10,8.0,0.0,"Hybrid (some remote, some in-person)",Norway,HTML/CSS;JavaScript;Kotlin
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.0,5–10,7.0,10.0,Remote,United States of America,C#;JavaScript;SQL;TypeScript
"Student, full-time;Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1.0,0–5,8.0,,In-person,Germany,C#;Groovy
"Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5.0,0–5,6.0,0.0,"Hybrid (some remote, some in-person)",United States of America,Java
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.0,0–5,4.0,25.0,Remote,United States of America,C#;HTML/CSS;JavaScript;Python;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,5–10,2.0,20.0,"Hybrid (some remote, some in-person)",United States of America,Groovy;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
"Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2.0,0–5,10.0,100.0,"Hybrid (some remote, some in-person)",India,C;HTML/CSS;Java;JavaScript;PHP;Python;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2.0,0–5,6.0,0.0,"Hybrid (some remote, some in-person)",Israel,Bash/Shell (all shells);C;C++;Python
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,5–10,10.0,70.0,Remote,India,C;C++;Go;Rust
"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",2.0,0–5,7.0,0.0,"Hybrid (some remote, some in-person)",Israel,Bash/Shell (all shells);Python
"Employed, full-time",Some college/university study without earning a degree,1.0,0–5,4.0,0.0,In-person,Italy,HTML/CSS;Java;JavaScript;Python;Rust;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",23.0,20+,8.0,,"Hybrid (some remote, some in-person)",Finland,Go;TypeScript
"Independent contractor, freelancer, or self-employed;Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,5–10,1.0,0.0,Remote,Germany,Bash/Shell (all shells);C#;Dart;HTML/CSS;Java;Kotlin;Rust;SQL;TypeScript
"Employed, full-time",Some college/university study without earning a degree,11.0,10–20,7.0,,"Hybrid (some remote, some in-person)",Sweden,Bash/Shell (all shells);Go;Perl;Python;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",28.0,20+,8.0,0.0,"Hybrid (some remote, some in-person)",Switzerland,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,0–5,4.0,25.0,"Hybrid (some remote, some in-person)",Germany,Bash/Shell (all shells);C++;Python;Rust
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1.0,0–5,8.0,25.0,"Hybrid (some remote, some in-person)",United States of America,C#;C++;HTML/CSS
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.0,10–20,7.0,8.0,"Hybrid (some remote, some in-person)",Italy,C#;PowerShell;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2.0,0–5,8.0,80.0,Remote,Chile,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL;VBA
"Student, full-time;Employed, part-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.0,5–10,2.0,0.0,"Hybrid (some remote, some in-person)",Slovakia,Bash/Shell (all shells);Haskell;Julia;Lisp;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",24.0,20+,8.0,0.0,"Hybrid (some remote, some in-person)",Bulgaria,Bash/Shell (all shells);Groovy;Java;Python;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.0,0–5,7.0,15.0,In-person,India,JavaScript
"Employed, full-time;Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,1.0,0–5,9.0,10.0,Remote,India,Ada;C;HTML/CSS;JavaScript;PHP;PowerShell;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,5–10,8.0,0.0,"Hybrid (some remote, some in-person)",Australia,C#;Swift
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16.0,10–20,8.0,10.0,Remote,Australia,Java;JavaScript;Kotlin;Python;SQL;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6.0,5–10,9.0,5.0,Remote,Poland,Bash/Shell (all shells);HTML/CSS;Python
"Not employed, but looking for work;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",19.0,10–20,7.0,0.0,Remote,United States of America,C++;Clojure;HTML/CSS;JavaScript;PHP;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18.0,10–20,3.0,0.0,"Hybrid (some remote, some in-person)",United Kingdom of Great Britain and Northern Ireland,C#;HTML/CSS;JavaScript;PowerShell;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,5–10,8.0,10.0,"Hybrid (some remote, some in-person)",Germany,HTML/CSS;JavaScript;TypeScript
"Employed, full-time",Primary/elementary school,4.0,0–5,8.0,0.0,In-person,Israel,C#;HTML/CSS;JavaScript;SQL
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",6.0,5–10,8.0,30.0,Remote,Argentina,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Solidity;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,10–20,6.0,10.0,"Hybrid (some remote, some in-person)",United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);JavaScript;Kotlin;Lua;Scala;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,5–10,8.0,10.0,"Hybrid (some remote, some in-person)",Australia,Bash/Shell (all shells);C#;Go;Groovy;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;Rust;Scala;SQL;TypeScript;VBA;Visual Basic (.Net)
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.0,10–20,7.0,0.0,Remote,United States of America,Bash/Shell (all shells);Go;Kotlin;Ruby;Scala;Swift;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,5–10,3.0,5.0,In-person,Israel,C;C++;Perl
"Employed, full-time",Some college/university study without earning a degree,24.0,20+,9.0,5.0,"Hybrid (some remote, some in-person)",Australia,Go;HTML/CSS;JavaScript;PHP;Ruby;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16.0,10–20,9.0,10.0,"Hybrid (some remote, some in-person)",United Kingdom of Great Britain and Northern Ireland,C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript
"Employed, full-time",Primary/elementary school,3.0,0–5,6.0,0.0,In-person,Ukraine,Bash/Shell (all shells);Go;HTML/CSS;Lua;Rust;SQL;TypeScript
"Employed, full-time",Something else,5.0,0–5,8.0,30.0,In-person,Germany,C;C#;C++
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",7.0,5–10,8.0,10.0,Remote,Germany,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,10–20,8.0,0.0,"Hybrid (some remote, some in-person)",Czech Republic,Bash/Shell (all shells);JavaScript;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,5–10,5.0,70.0,In-person,India,C;C++;Groovy;HTML/CSS;Java;JavaScript;PHP;PowerShell;SQL
"Employed, full-time",Something else,3.0,0–5,8.0,0.0,"Hybrid (some remote, some in-person)",Germany,Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;Lua;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7.0,5–10,8.0,50.0,"Hybrid (some remote, some in-person)",Italy,Python;R;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,10–20,8.0,15.0,"Hybrid (some remote, some in-person)",Denmark,Java;Kotlin
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",19.0,10–20,7.0,50.0,In-person,Russian Federation,Objective-C;Ruby;Swift
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",19.0,10–20,8.0,70.0,"Hybrid (some remote, some in-person)",Germany,Bash/Shell (all shells);Elixir;Go;Groovy;Java;JavaScript;PHP;Ruby;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,10–20,7.0,0.0,"Hybrid (some remote, some in-person)",Denmark,Python
